,attributes,business_id,categories,city,hours,latitude,longitude,open,review_count,stars,categories_Fastfood,categories_Sandwiches,categories_Pizza,categories_Vegetarian,categories_Barbeque,categories_Tex-Mex,Automotive,categories_Restaurants,categories_CoffeeTea,categories_American_Traditional,categories_Steakhouses,categories_Thai,categories_American_New,categories_ChickenWings,categories_Chinese,categories_Japanese,categories_Empanadas,categories_Italian,categories_Salad,attributes.AcceptsCreditCards,attributes.AcceptsInsurance,attributes.Alcohol,attributes.Ambience.casual,attributes.Ambience.classy,attributes.Ambience.divey,attributes.Ambience.hipster,attributes.Ambience.intimate,attributes.Ambience.romantic,attributes.Ambience.touristy,attributes.Ambience.trendy,attributes.Attire,attributes.BYOB,attributes.BYOB/Corkage,attributes.ByAppointmentOnly,attributes.Caters,attributes.CoatCheck,attributes.Corkage,attributes.Delivery,attributes.DietaryRestrictions.dairyfree,attributes.DietaryRestrictions.glutenfree,attributes.DietaryRestrictions.halal,attributes.DietaryRestrictions.kosher,attributes.DietaryRestrictions.soyfree,attributes.DietaryRestrictions.vegan,attributes.DietaryRestrictions.vegetarian,attributes.DogsAllowed,attributes.DriveThru,attributes.GoodFor.breakfast,attributes.GoodFor.brunch,attributes.GoodFor.dessert,attributes.GoodFor.dinner,attributes.GoodFor.latenight,attributes.GoodFor.lunch,attributes.GoodForDancing,attributes.GoodForGroups,attributes.GoodForKids,attributes.HairTypesSpecializedIn.africanamerican,attributes.HairTypesSpecializedIn.asian,attributes.HairTypesSpecializedIn.coloring,attributes.HairTypesSpecializedIn.curly,attributes.HairTypesSpecializedIn.extensions,attributes.HairTypesSpecializedIn.kids,attributes.HairTypesSpecializedIn.perms,attributes.HairTypesSpecializedIn.straightperms,attributes.HappyHour,attributes.HasTV,attributes.Music.background_music,attributes.Music.dj,attributes.Music.jukebox,attributes.Music.karaoke,attributes.Music.live,attributes.Music.video,attributes.NoiseLevel,attributes.Open24Hours,attributes.OrderatCounter,attributes.OutdoorSeating,attributes.PriceRange,attributes.Smoking,attributes.Takeout,attributes.TakesReservations,attributes.WaiterService,attributes.WheelchairAccessible,attributes.WiFi,attributes.Parking.garage,attributes.Parking.lot,attributes.Parking.street,attributes.Parking.valet,attributes.Parking.validated,hours.Friday.close,hours.Friday.open,hours.Monday.close,hours.Monday.open,hours.Saturday.close,hours.Saturday.open,hours.Sunday.close,hours.Sunday.open,hours.Thursday.close,hours.Thursday.open,hours.Tuesday.close,hours.Tuesday.open,hours.Wednesday.close,hours.Wednesday.open,avg_review_stars,reviews_count,tip_count,checkin_count
61,"{'Has TV': False, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Good For Groups': True, 'Delivery': False, 'Drive-Thru': True, 'Take-out': True, 'Alcohol': 'none', 'Noise Level': 'average', 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'no', 'Good for Kids': True, 'Good For': {'breakfast': True, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': True, 'lunch': True}, 'Takes Reservations': False, 'Waiter Service': False, 'Outdoor Seating': False, 'Caters': False, 'Accepts Credit Cards': True}",g4Eit1EeeEGhTVik6AWYsA,"['Burgers', 'Fast Food', 'Restaurants', 1]",Phoenix,{},33.4945129,-112.0689256,True,23,1.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,1,1,0,0,0,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,1,0,0,2,0,0,1,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1.7619047619047619,21,6,133
62,"{'Has TV': False, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Good For Groups': True, 'Delivery': False, 'Take-out': True, 'Alcohol': 'none', 'Noise Level': 'average', 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wheelchair Accessible': True, 'Good for Kids': True, 'Good For': {'breakfast': True, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Wi-Fi': 'free', 'Waiter Service': False, 'Outdoor Seating': True, 'Caters': True, 'Accepts Credit Cards': True}",IYWTOj970XqG2z9Xft_8SA,"['Food', 'Breakfast & Brunch', 'Bagels', 'Delis', 'Restaurants', 1]",Phoenix,{},33.6948278200677,-112.002306518555,True,37,2.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,2,0,2,1,2,2,0,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,0,0,1,1,0,1,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2.657142857142857,35,17,238
63,"{'Has TV': True, 'Good For Groups': True, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Dogs Allowed': False, 'Delivery': False, 'Take-out': True, 'Alcohol': 'full_bar', 'Noise Level': 'average', 'Price Range': 2, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wheelchair Accessible': True, 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': True, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': True}, 'Takes Reservations': False, 'Wi-Fi': 'free', 'Waiter Service': True, 'Outdoor Seating': True, 'Caters': True, 'Accepts Credit Cards': True}",8gzwqbiqJ6126_myoDchGw,"['Mexican', 'Restaurants', 1]",Apache Junction,"{'Tuesday': {'close': '20:00', 'open': '11:00'}, 'Friday': {'close': '21:00', 'open': '11:00'}, 'Saturday': {'close': '21:00', 'open': '08:00'}, 'Sunday': {'close': '20:00', 'open': '08:00'}, 'Wednesday': {'close': '20:00', 'open': '11:00'}, 'Thursday': {'close': '20:00', 'open': '11:00'}, 'Monday': {'close': '20:00', 'open': '11:00'}}",33.4123881,-111.5510958,True,77,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,1,2,0,2,1,2,2,0,2,2,2,2,2,2,2,0,2,0,0,0,1,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,0,1,1,1,0,1,0,0,0,21,11,20,11,21,8,20,8,20,11,20,11,20,11,3.45,80,18,232
64,"{'Has TV': True, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Good For Groups': True, 'Delivery': True, 'Take-out': True, 'Alcohol': 'beer_and_wine', 'Noise Level': 'average', 'Price Range': 2, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wheelchair Accessible': True, 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': True, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': True}, 'Takes Reservations': False, 'Wi-Fi': 'no', 'Waiter Service': False, 'Outdoor Seating': True, 'Caters': True, 'Accepts Credit Cards': True}",L1os37QpeFBNSxkhbv9sdQ,"['Food', 'Food Delivery Services', 'Caterers', 'Event Planning & Services', 'Restaurants', 1]",Peoria,"{'Tuesday': {'close': '22:00', 'open': '11:00'}, 'Friday': {'close': '23:00', 'open': '11:00'}, 'Saturday': {'close': '23:00', 'open': '11:00'}, 'Sunday': {'close': '22:00', 'open': '11:00'}, 'Wednesday': {'close': '22:00', 'open': '11:00'}, 'Thursday': {'close': '22:00', 'open': '11:00'}, 'Monday': {'close': '22:00', 'open': '11:00'}}",33.670448,-112.238189,True,40,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,1,2,0,2,1,2,2,1,2,2,2,2,2,2,2,2,2,0,0,0,1,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,0,0,1,0,0,1,0,0,0,23,11,22,11,23,11,22,11,22,11,22,11,22,11,3.7435897435897436,39,8,68
65,"{'Has TV': False, 'Attire': 'casual', 'Take-out': True, 'Good For Groups': True, 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Drive-Thru': True, 'Outdoor Seating': True, 'Delivery': False, 'Accepts Credit Cards': True}",CAZsQgIlJAWfSVGI26AEJw,"['Burgers', 'Restaurants', 1]",Phoenix,{},33.50913,-112.090923,True,21,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1,1,2,1,0,2,2,2,2,2,2,2,2,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2.238095238095238,21,3,17
66,"{'Has TV': False, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': False}, 'Good For Groups': True, 'Delivery': False, 'Drive-Thru': True, 'Take-out': True, 'Alcohol': 'none', 'Noise Level': 'average', 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'no', 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': True, 'lunch': False}, 'Takes Reservations': False, 'Waiter Service': False, 'Outdoor Seating': False, 'Caters': False, 'Accepts Credit Cards': True}",QWgIp-p301PjotY2il07Bw,"['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants', 1]",Gilbert,{},33.2345769894619,-111.722687632746,True,9,3.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,1,0,0,0,0,1,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,1,0,0,2,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3.375,8,4,29
67,"{'Has TV': True, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Good For Groups': True, 'Delivery': False, 'Take-out': True, 'Alcohol': 'full_bar', 'Noise Level': 'average', 'Price Range': 2, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': True, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wheelchair Accessible': True, 'Good for Kids': False, 'Good For': {'breakfast': False, 'dinner': True, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Wi-Fi': 'no', 'Waiter Service': True, 'Outdoor Seating': True, 'Caters': False, 'Accepts Credit Cards': True}",fmpEjlZhFlMHaGmsKJlUTg,"['Nightlife', 'Seafood', 'American (Traditional)', 'Bars', 'Restaurants', 1]",Phoenix,"{'Tuesday': {'close': '00:00', 'open': '06:00'}, 'Friday': {'close': '00:00', 'open': '06:00'}, 'Saturday': {'close': '00:00', 'open': '06:00'}, 'Sunday': {'close': '21:00', 'open': '06:00'}, 'Wednesday': {'close': '00:00', 'open': '06:00'}, 'Thursday': {'close': '00:00', 'open': '06:00'}, 'Monday': {'close': '00:00', 'open': '06:00'}}",33.6756028,-112.1004297,True,43,3.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,0,1,1,0,0,1,0,0,0,0,6,0,6,0,6,21,6,0,6,0,6,0,6,3.15,40,17,134
68,"{'Has TV': True, 'Attire': 'casual', 'Good for Kids': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Good For Groups': True, 'Delivery': False, 'Take-out': True, 'Alcohol': 'beer_and_wine', 'Noise Level': 'average', 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wheelchair Accessible': True, 'BYOB/Corkage': 'no', 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': True}, 'Takes Reservations': False, 'Wi-Fi': 'no', 'Waiter Service': False, 'Outdoor Seating': True, 'Caters': True, 'Accepts Credit Cards': True}",zmvIqh26-lzpZROHuhA-6w,"['Greek', 'Mediterranean', 'Restaurants', 1]",Chandler,"{'Tuesday': {'close': '20:00', 'open': '16:30'}, 'Friday': {'close': '21:00', 'open': '16:30'}, 'Wednesday': {'close': '20:00', 'open': '16:30'}, 'Thursday': {'close': '20:00', 'open': '16:30'}, 'Monday': {'close': '20:00', 'open': '16:30'}}",33.3209908,-111.9131818,True,157,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,1,2,1,2,1,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,0,0,1,0,0,1,0,0,0,21,16,20,16,25,25,25,25,20,16,20,16,20,16,3.966442953020134,149,33,311
69,"{'Outdoor Seating': True, 'Price Range': 1, 'Wi-Fi': 'free', 'Accepts Credit Cards': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}}",yMkXrAbKr3C1BjXIj6CIzA,"['Food', 'Coffee & Tea', 1]",Chandler,"{'Tuesday': {'close': '21:00', 'open': '04:30'}, 'Friday': {'close': '21:00', 'open': '05:30'}, 'Saturday': {'close': '21:00', 'open': '05:30'}, 'Sunday': {'close': '21:00', 'open': '04:30'}, 'Wednesday': {'close': '21:00', 'open': '04:30'}, 'Thursday': {'close': '21:00', 'open': '04:30'}, 'Monday': {'close': '21:00', 'open': '04:30'}}",33.3174349,-111.9679712,True,24,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1,1,2,2,2,2,2,1,0,1,0,0,0,21,5,21,4,21,5,21,4,21,4,21,4,21,4,3.909090909090909,22,14,406
70,"{'Noise Level': 'average', 'Delivery': False, 'Attire': 'casual', 'Has TV': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Take-out': True, 'Alcohol': 'none', 'Good For Groups': True, 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'no', 'Good for Kids': True, 'Good For': {'breakfast': True, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Waiter Service': False, 'Outdoor Seating': False, 'Caters': False, 'Accepts Credit Cards': True}",5U8tIBprXfTYCKzMLlIA7w,"['Mexican', 'Restaurants', 1]",Surprise,"{'Tuesday': {'close': '00:00', 'open': '06:00'}, 'Friday': {'close': '00:00', 'open': '06:00'}, 'Saturday': {'close': '00:00', 'open': '06:00'}, 'Sunday': {'close': '00:00', 'open': '06:00'}, 'Wednesday': {'close': '00:00', 'open': '06:00'}, 'Thursday': {'close': '00:00', 'open': '06:00'}, 'Monday': {'close': '00:00', 'open': '06:00'}}",33.6233792,-112.3917561,True,60,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,1,0,0,2,0,0,1,0,0,0,0,6,0,6,0,6,0,6,0,6,0,6,0,6,3.3529411764705883,51,16,128
71,"{'Has TV': False, 'Waiter Service': False, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Good For Groups': True, 'Delivery': False, 'Drive-Thru': False, 'Take-out': True, 'Alcohol': 'none', 'Noise Level': 'average', 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': True, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'no', 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': True}, 'Takes Reservations': False, 'Wheelchair Accessible': True, 'Outdoor Seating': True, 'Caters': False, 'Accepts Credit Cards': True}",qlrZzAktK8wODSHxhLEK7w,"['Mexican', 'Restaurants', 1]",Phoenix,"{'Tuesday': {'close': '20:00', 'open': '10:30'}, 'Friday': {'close': '20:00', 'open': '10:30'}, 'Saturday': {'close': '20:00', 'open': '10:30'}, 'Wednesday': {'close': '20:00', 'open': '10:30'}, 'Thursday': {'close': '20:00', 'open': '10:30'}, 'Monday': {'close': '20:00', 'open': '10:30'}}",33.5089886,-112.0669992,True,264,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,0,0,1,0,0,1,0,0,0,20,10,20,10,20,10,25,25,20,10,20,10,20,10,3.7439024390243905,246,41,321
72,"{'Noise Level': 'average', 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': False}, 'Delivery': False, 'Good for Kids': True, 'Has TV': True, 'Good For Groups': True, 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'no', 'Take-out': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': True}, 'Takes Reservations': False, 'Waiter Service': False, 'Alcohol': 'none', 'Outdoor Seating': True, 'Drive-Thru': False, 'Accepts Credit Cards': True}",ski9Qksey7E08R5vHv2bzw,"['Burgers', 'American (Traditional)', 'Hot Dogs', 'Restaurants', 1]",Queen Creek,"{'Tuesday': {'close': '20:00', 'open': '04:00'}, 'Friday': {'close': '22:00', 'open': '04:00'}, 'Saturday': {'close': '22:00', 'open': '06:00'}, 'Sunday': {'close': '20:00', 'open': '08:00'}, 'Wednesday': {'close': '20:00', 'open': '04:00'}, 'Thursday': {'close': '20:00', 'open': '04:00'}, 'Monday': {'close': '20:00', 'open': '04:00'}}",33.1362671,-111.5397066,True,20,4.5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,0,0,2,0,0,0,0,0,0,22,4,20,4,22,6,20,8,20,4,20,4,20,4,4.391304347826087,23,6,14
73,"{'Has TV': False, 'Good For Groups': True, 'Attire': 'casual', 'Parking': {'garage': True, 'valet': False, 'validated': True, 'lot': True, 'street': False}, 'Dogs Allowed': False, 'Delivery': False, 'Take-out': False, 'Alcohol': 'beer_and_wine', 'Noise Level': 'quiet', 'Price Range': 2, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wheelchair Accessible': True, 'Good for Kids': False, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Wi-Fi': 'free', 'Waiter Service': False, 'Outdoor Seating': True, 'Caters': False, 'Accepts Credit Cards': True}",Oi_OT6erHvm6lb_D8bwslw,"['Food', 'Specialty Food', 'Mediterranean', 'Restaurants', 1]",Phoenix,"{'Tuesday': {'close': '19:00', 'open': '11:00'}, 'Friday': {'close': '20:00', 'open': '11:00'}, 'Saturday': {'close': '20:00', 'open': '11:00'}, 'Sunday': {'close': '18:00', 'open': '12:00'}, 'Wednesday': {'close': '19:00', 'open': '11:00'}, 'Thursday': {'close': '19:00', 'open': '11:00'}, 'Monday': {'close': '19:00', 'open': '11:00'}}",33.510185,-112.027191,True,7,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,0,2,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,0,0,0,1,1,1,1,0,0,1,20,11,19,11,20,11,18,12,19,11,19,11,19,11,4.833333333333333,6,1,27
74,"{'Noise Level': 'quiet', 'Delivery': True, 'Attire': 'casual', 'Has TV': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': False}, 'Take-out': True, 'Alcohol': 'none', 'Good For Groups': False, 'Price Range': 2, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'free', 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Waiter Service': True, 'Outdoor Seating': True, 'Caters': True, 'Accepts Credit Cards': True}",b114Nafv7q6J2bzHTdLaHg,"['Comfort Food', 'Restaurants', 1]",Tempe,"{'Tuesday': {'close': '23:30', 'open': '10:00'}, 'Friday': {'close': '03:00', 'open': '10:00'}, 'Saturday': {'close': '03:00', 'open': '10:00'}, 'Sunday': {'close': '21:00', 'open': '10:00'}, 'Wednesday': {'close': '23:30', 'open': '10:00'}, 'Thursday': {'close': '23:30', 'open': '10:00'}, 'Monday': {'close': '23:30', 'open': '10:00'}}",33.4256844,-111.9397764,True,9,1.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,2,0,2,1,2,2,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,0,1,2,1,0,0,0,0,0,3,10,23,10,3,10,21,10,23,10,23,10,23,10,1.4444444444444444,9,1,5
75,"{'Noise Level': 'average', 'Delivery': False, 'Attire': 'casual', 'Has TV': False, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': False}, 'Take-out': True, 'Alcohol': 'none', 'Good For Groups': True, 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'no', 'Good for Kids': False, 'Takes Reservations': False, 'Waiter Service': False, 'Outdoor Seating': False, 'Caters': False, 'Accepts Credit Cards': True}",OeK00DRMMP6DmTeQoaPXsg,"['Fast Food', 'Sandwiches', 'Restaurants', 1]",Mesa,{},33.413324,-111.873436,True,3,1.5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,1,0,0,2,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1.3333333333333333,3,3,5
76,"{'Has TV': True, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Good For Groups': True, 'Delivery': False, 'Drive-Thru': False, 'Take-out': True, 'Alcohol': 'full_bar', 'Noise Level': 'average', 'Price Range': 2, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'no', 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': True}, 'Takes Reservations': False, 'Waiter Service': True, 'Outdoor Seating': True, 'Caters': False, 'Accepts Credit Cards': True}",Q337sJLaPPiKCsoIoSEWGg,"['Burgers', 'American (Traditional)', 'Restaurants', 1]",Gilbert,"{'Tuesday': {'close': '22:00', 'open': '11:00'}, 'Friday': {'close': '23:00', 'open': '11:00'}, 'Saturday': {'close': '23:00', 'open': '11:00'}, 'Sunday': {'close': '22:00', 'open': '11:00'}, 'Wednesday': {'close': '22:00', 'open': '11:00'}, 'Thursday': {'close': '22:00', 'open': '11:00'}, 'Monday': {'close': '22:00', 'open': '11:00'}}",33.309943813867,-111.74637933566,True,127,2.5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,0,1,2,0,0,1,0,0,0,23,11,22,11,23,11,22,11,22,11,22,11,22,11,2.84070796460177,113,45,630
